# Data was provided from Jon Gudmundsson
# freq[GHz]	T_rj[K_rj]
28.60497	145.8849
28.60511	145.8852
28.60532	145.8856
28.60565	145.8861
28.60613	145.8861
28.60685	145.8862
28.60794	145.8879
28.60957	145.893
28.61201	145.8959
28.61567	145.9021
28.62117	145.9128
28.62942	145.9275
28.64179	145.9503
28.66034	145.9841
28.68817	146.034
28.72991	146.1083
28.79253	146.2201
28.88645	146.3875
29.02734	146.6328
29.03865	146.6524
29.04619	146.6657
29.05122	146.673
29.05457	146.6795
29.0568	146.6827
29.05829	146.6854
29.05929	146.6864
29.05995	146.6882
29.06039	146.6889
29.06069	146.6893
29.06088	146.6895
29.06101	146.6898
29.0611	146.69
29.06116	146.6901
29.0612	146.6902
29.06123	146.6903
29.06127	146.6904
29.06133	146.6905
29.06143	146.6909
29.06158	146.6913
29.0618	146.6922
29.06213	146.6933
29.06263	146.6942
29.06337	146.6942
29.06449	146.6957
29.06616	146.6997
29.06868	146.7034
29.07244	146.7106
29.0781	146.7187
29.08658	146.735
29.0993	146.7555
29.11838	146.7885
29.14699	146.8366
29.40285	147.2659
29.57342	147.544
29.68713	147.727
29.76294	147.8448
29.81348	147.9245
29.84717	147.9781
29.86963	148.0126
29.88461	148.0364
29.89459	148.0525
29.90124	148.0615
29.90568	148.0691
29.90864	148.0723
29.91061	148.0776
29.91192	148.078
29.9128	148.0792
29.91339	148.0804
29.91377	148.0811
29.91404	148.0814
29.91421	148.0815
29.91432	148.0816
29.9144	148.0818
29.91445	148.0819
29.91449	148.0819
29.91452	148.082
29.91458	148.0822
29.91467	148.0824
29.9148	148.0828
29.91499	148.0835
29.91529	148.0843
29.91572	148.0851
29.91638	148.086
29.91737	148.0875
29.91884	148.089
29.92106	148.0926
29.92439	148.0976
29.92937	148.1057
29.93686	148.1171
29.94808	148.1339
29.96492	148.16
29.99017	148.1986
30.02805	148.2582
30.08487	148.3438
30.1701	148.4726
30.29795	148.6622
30.48973	148.9417
30.50564	148.9661
30.51625	148.9803
30.52333	148.9913
30.52804	148.9968
30.53119	149.0015
30.53328	149.0045
30.53468	149.0074
30.53561	149.0087
30.53623	149.0094
30.53665	149.0099
30.53692	149.0103
30.53711	149.0106
30.53723	149.0107
30.53731	149.0108
30.53737	149.0109
30.5374	149.011
30.53744	149.011
30.5375	149.0111
30.53759	149.0112
30.53772	149.0113
30.53792	149.0114
30.53822	149.0116
30.53866	149.0119
30.53933	149.0132
30.54033	149.0152
30.54184	149.0171
30.54409	149.0196
30.54748	149.0248
30.55255	149.0327
30.56016	149.0443
30.57158	149.0597
30.58871	149.0833
30.61441	149.1195
30.88461	149.4984
31.06474	149.7442
31.18484	149.9058
31.26489	150.0114
31.31827	150.082
31.35385	150.1291
31.37757	150.1593
31.39339	150.1815
31.40393	150.1949
31.41096	150.203
31.41564	150.2091
31.41877	150.2142
31.42085	150.2156
31.42224	150.2178
31.42316	150.2193
31.42378	150.2195
31.42419	150.2197
31.42447	150.22
31.42465	150.2203
31.42477	150.2204
31.42485	150.2206
31.42491	150.2207
31.42494	150.2208
31.42498	150.2208
31.42503	150.2209
31.4251	150.2211
31.42522	150.2213
31.42539	150.2216
31.42564	150.222
31.42602	150.2224
31.4266	150.2229
31.42746	150.2242
31.42875	150.2263
31.43069	150.2296
31.43359	150.2319
31.43795	150.2384
31.44449	150.2466
31.4543	150.2599
31.46901	150.2777
31.49108	150.3063
31.52418	150.3496
31.57383	150.4128
31.6483	150.507
31.76001	150.6468
31.92758	150.8551
32.17893	151.1596
32.55596	151.6013
32.75628	151.8303
32.88983	151.9784
32.97886	152.0771
33.03822	152.1415
33.07779	152.1847
33.10417	152.2138
33.12176	152.2333
33.13348	152.2456
33.1413	152.2547
33.14651	152.2597
33.14998	152.2633
33.1523	152.265
33.15384	152.267
33.15487	152.2687
33.15556	152.27
33.15601	152.2708
33.15632	152.2711
33.15652	152.2712
33.15666	152.2712
33.15675	152.2713
33.15681	152.2713
33.15685	152.2713
33.15688	152.2713
33.15694	152.2714
33.15702	152.2714
33.15714	152.2715
33.15732	152.2716
33.15759	152.2719
33.158	152.2726
33.1586	152.2738
33.15952	152.2748
33.16089	152.2753
33.16294	152.2762
33.16603	152.2814
33.17066	152.2856
33.1776	152.2941
33.188	152.3048
33.20362	152.3214
33.22704	152.3462
33.26217	152.3848
33.31487	152.44
33.39391	152.5229
33.51247	152.6469
33.69032	152.8319
33.95709	153.1011
34.35725	153.4915
34.61629	153.7358
34.78899	153.8948
34.90411	154.0015
34.98087	154.0702
35.03204	154.1187
35.06615	154.1475
35.08889	154.1687
35.10405	154.1814
35.11416	154.1908
35.1209	154.1963
35.12539	154.2008
35.12838	154.2027
35.13038	154.2048
35.13171	154.2056
35.1326	154.2062
35.13319	154.2069
35.13358	154.2073
35.13385	154.2075
35.13402	154.2076
35.13414	154.2077
35.13422	154.2078
35.13427	154.2078
35.1343	154.2078
35.13434	154.2079
35.1344	154.2079
35.13448	154.208
35.13461	154.2082
35.1348	154.2085
35.13508	154.209
35.13551	154.2097
35.13614	154.2105
35.1371	154.2121
35.13854	154.2136
35.14069	154.2142
35.14392	154.2168
35.14877	154.222
35.15605	154.228
35.16696	154.2373
35.18332	154.2519
35.20787	154.2748
35.24469	154.3046
35.29992	154.3543
35.38276	154.4261
35.50703	154.5354
35.69344	154.6929
35.97304	154.9249
36.39244	155.2658
36.72337	155.5232
36.94398	155.6917
37.09106	155.8031
37.18911	155.8768
37.25448	155.9245
37.29806	155.9539
37.32711	155.9782
37.34648	155.9924
37.35939	156.0002
37.368	156.0087
37.37374	156.0127
37.37756	156.0142
37.38012	156.0151
37.38182	156.0168
37.38295	156.0182
37.38371	156.0186
37.38421	156.0189
37.38454	156.0192
37.38477	156.0194
37.38492	156.0196
37.38502	156.0196
37.38508	156.0197
37.38513	156.0197
37.38516	156.0197
37.38521	156.0198
37.38529	156.0198
37.38541	156.0198
37.38558	156.0198
37.38584	156.0198
37.38623	156.0201
37.38681	156.0211
37.38769	156.0223
37.389	156.0229
37.39097	156.025
37.39393	156.0274
37.39837	156.0288
37.40501	156.0346
37.41499	156.0419
37.42996	156.0529
37.45241	156.069
37.48608	156.0929
37.53659	156.1298
37.61237	156.1827
37.72602	156.2646
37.8965	156.3844
38.15221	156.561
38.53579	156.8196
39.11115	157.1911
39.38794	157.3632
39.57246	157.4785
39.69547	157.5531
39.77748	157.6023
39.83216	157.6326
39.86861	157.6546
39.89291	157.6687
39.9091	157.6811
39.9199	157.6849
39.9271	157.6903
39.9319	157.694
39.9351	157.6957
39.93724	157.6972
39.93866	157.6976
39.93961	157.6983
39.94024	157.6987
39.94066	157.6988
39.94094	157.6988
39.94113	157.6988
39.94125	157.6988
39.94134	157.6988
39.94139	157.6987
39.94143	157.6987
39.94147	157.6987
39.94152	157.6987
39.9416	157.6987
39.94172	157.6987
39.94191	157.6987
39.94218	157.6987
39.94259	157.6987
39.94321	157.6988
39.94414	157.6992
39.94553	157.7002
39.94762	157.7025
39.95074	157.704
39.95544	157.7075
39.96248	157.7109
39.97304	157.7176
39.98888	157.7267
40.01264	157.7401
40.04828	157.7627
40.10174	157.7933
40.18193	157.8388
40.30222	157.9108
40.48265	158.0126
40.7533	158.1648
41.15928	158.3867
41.76823	158.7093
42.12554	158.8901
42.36375	159.0105
42.52255	159.0874
42.62842	159.1393
42.699	159.1728
42.74605	159.1949
42.77742	159.2113
42.79833	159.2209
42.81227	159.2278
42.82157	159.2329
42.82777	159.2356
42.83189	159.2374
42.83465	159.2387
42.83649	159.239
42.83771	159.2393
42.83852	159.2395
42.83907	159.2396
42.83943	159.2397
42.83967	159.2398
42.83984	159.2399
42.83994	159.2399
42.84002	159.2399
42.84006	159.2399
42.84011	159.24
42.8402	159.24
42.84032	159.2401
42.8405	159.2402
42.84078	159.2403
42.84119	159.2406
42.84181	159.241
42.84274	159.2416
42.84414	159.2417
42.84623	159.2426
42.84936	159.2465
42.85406	159.2486
42.86112	159.2509
42.87171	159.2553
42.88758	159.266
42.9114	159.2746
42.94713	159.2917
43.00072	159.3167
43.0811	159.3557
43.20167	159.4118
43.38253	159.4952
43.65382	159.6189
44.06075	159.7991
44.67114	160.0625
45.56456	160.427
46.47586	160.7761
47.31425	161.0809
47.87318	161.275
48.2458	161.4
48.49422	161.4816
48.65982	161.5378
48.77023	161.5717
48.84384	161.5959
48.89291	161.6118
48.92562	161.6204
48.94743	161.6298
48.96197	161.6322
48.97166	161.6361
48.97812	161.6374
48.98243	161.6385
48.9853	161.6394
48.98722	161.6406
48.98849	161.6416
48.98934	161.6434
48.98991	161.6457
48.99029	161.6476
48.99054	161.6508
48.99071	161.6521
48.99082	161.6525
48.99089	161.6526
48.99094	161.6527
48.99098	161.6528
48.99102	161.6528
48.99108	161.6529
48.99117	161.6527
48.9913	161.6521
48.9915	161.6498
48.9918	161.647
48.99224	161.6448
48.99292	161.6435
48.99393	161.6438
48.99545	161.6446
48.99771	161.6458
49.00113	161.6462
49.00624	161.6466
49.01391	161.649
49.02541	161.6519
49.04267	161.6599
49.06856	161.6656
49.10738	161.6798
49.16563	161.6972
49.25299	161.7261
49.38404	161.7642
49.5806	161.8253
49.87546	161.916
50.31774	162.0462
50.98116	162.2354
51.97629	162.5072
53.01582	162.7737
54.07613	163.0302
55.15765	163.275
56.26081	163.5087
57.38602	163.7335
58.53374	163.9507
59.70442	164.1561
60.89851	164.3526
62.11648	164.541
63.35881	164.7207
64.62598	164.89
65.9185	165.0547
67.23687	165.2098
68.58161	165.3571
69.95324	165.4978
71.35231	165.6311
72.77935	165.7595
74.23494	165.8772
75.71964	165.9903
77.23403	166.0964
78.77871	166.1975
80.35429	166.2914
81.96137	166.38
83.6006	166.4623
85.27261	166.5373
86.39192	166.5856
87.13813	166.6162
87.6356	166.6359
87.96725	166.648
88.18835	166.6569
88.33575	166.663
88.43401	166.6648
88.49953	166.668
88.5432	166.67
88.57232	166.6721
88.59173	166.6725
88.60467	166.6734
88.6133	166.6736
88.61905	166.6739
88.62288	166.6756
88.62543	166.6807
88.62714	166.6868
88.62827	166.6968
88.62904	166.7128
88.62954	166.7338
88.62988	166.7643
88.6301	166.7917
88.63025	166.802
88.63035	166.8069
88.63042	166.8096
88.63049	166.812
88.63062	166.8141
88.6308	166.8128
88.63107	166.8029
88.63137	166.8309
88.63157	166.8523
88.6317	166.857
88.63179	166.8576
88.63184	166.857
88.63191	166.8555
88.632	166.8516
88.63215	166.8411
88.63236	166.8069
88.63268	166.7643
88.63316	166.7404
88.63348	166.739
88.6337	166.7387
88.63384	166.7368
88.63393	166.735
88.63402	166.7333
88.63414	166.7301
88.63433	166.7234
88.63461	166.7096
88.63503	166.6993
88.63566	166.6908
88.6366	166.6847
88.63802	166.6796
88.64015	166.6762
88.64334	166.6751
88.64812	166.6757
88.6553	166.6754
88.66608	166.6743
88.68223	166.6742
88.70646	166.6758
88.74281	166.6771
88.79733	166.679
88.8791	166.6822
89.00176	166.686
89.18576	166.6923
89.46175	166.7025
89.87575	166.7175
90.49674	166.7372
91.42823	166.7651
92.82545	166.8081
94.544	166.8525
95.6897	166.8807
96.45349	166.8985
96.96269	166.9111
97.30215	166.9161
97.52847	166.9225
97.67934	166.9241
97.77992	166.9265
97.84698	166.9278
97.89168	166.9293
97.92148	166.9298
97.94135	166.9298
97.9546	166.9313
97.96342	166.9305
97.96931	166.931
97.97324	166.9309
97.97585	166.9312
97.9776	166.9357
97.97876	166.9392
97.97954	166.9454
97.98005	166.9561
97.9804	166.9733
97.98063	166.9903
97.98078	166.995
97.98088	166.9963
97.98095	166.9965
97.98101	166.9963
97.9811	166.9952
97.98124	166.9917
97.98144	166.9791
97.98175	166.9603
97.98221	166.9491
97.98289	166.9408
97.98392	166.9344
97.98547	166.9329
97.9878	166.9312
97.99129	166.9316
97.99651	166.9321
98.00436	166.9317
98.01613	166.9316
98.03378	166.9322
98.06024	166.9325
98.09995	166.9333
98.15952	166.9351
98.24886	166.9363
98.38287	166.9386
98.58389	166.9428
98.88542	166.9479
99.33772	166.9555
100.01617	166.9673
101.03384	166.9846
102.56033	167.0068
104.61154	167.0323
106.70377	167.0541
108.83784	167.0701
110.98235	167.0832
112.41203	167.0901
113.36514	167.0929
114.00055	167.0936
114.42416	167.0941
114.70657	167.0946
114.89483	167.0954
115.02035	167.0964
115.10402	167.0968
115.15981	167.0972
115.19699	167.0967
115.22179	167.0966
115.23831	167.0965
115.24934	167.0968
115.25668	167.0969
115.26157	167.0974
115.26484	167.097
115.26702	167.0965
115.26847	167.098
115.26944	167.0985
115.27008	167.1024
115.27051	167.109
115.2708	167.1199
115.27099	167.1243
115.27112	167.1255
115.2712	167.1258
115.27129	167.1256
115.27142	167.1245
115.27161	167.1197
115.27191	167.1085
115.27235	167.102
115.27302	167.0993
115.27401	167.0981
115.27551	167.0972
115.27774	167.0973
115.2811	167.0969
115.28613	167.0959
115.29368	167.0958
115.30501	167.096
115.322	167.0961
115.34748	167.0957
115.38571	167.0955
115.44305	167.0958
115.52907	167.096
115.65809	167.0971
115.85162	167.0958
116.14192	167.098
116.57737	167.0963
117.23055	167.0957
118.2103	167.0965
119.67994	167.0943
121.88439	167.0885
124.32208	167.0769
126.80853	167.0629
129.3447	167.046
131.93159	167.0248
134.57022	166.9964
137.26163	166.9666
140.00685	166.9334
142.32764	166.9025
143.87483	166.8821
144.9063	166.8671
145.59393	166.8561
146.05237	166.8492
146.35799	166.8452
146.56172	166.8421
146.69756	166.8399
146.78812	166.8389
146.84848	166.8374
146.88872	166.8367
146.91556	166.8364
146.93344	166.8362
146.94537	166.8354
146.95332	166.8358
146.95862	166.8377
146.96214	166.8396
146.96451	166.8442
146.96608	166.8508
146.96712	166.8669
146.96782	166.8919
146.96829	166.9286
146.9686	166.9856
146.9688	167.0146
146.96895	167.0219
146.96904	167.0233
146.96915	167.021
146.96933	167.008
146.96959	166.9589
146.97	166.9075
146.9706	166.877
146.9715	166.8567
146.97284	166.8458
146.97487	166.8409
146.97791	166.8371
146.98245	166.8366
146.98927	166.8338
146.99951	166.8347
147.01488	166.835
147.03792	166.8355
147.07248	166.8355
147.12433	166.8348
147.20209	166.8332
147.31874	166.8305
147.49371	166.8283
147.75616	166.8246
148.14984	166.8182
148.74037	166.808
149.62616	166.7955
150.95483	166.7688
152.94786	166.7381
155.93739	166.685
159.05614	166.6266
162.23726	166.5654
165.48201	166.4987
168.79164	166.4296
171.61443	166.3693
173.49629	166.3276
174.75087	166.3007
175.58725	166.2817
176.14484	166.2688
176.51656	166.2592
176.76437	166.2536
176.9296	166.2507
177.03973	166.2486
177.11316	166.2472
177.16211	166.2461
177.19475	166.2468
177.21651	166.2453
177.231	166.2456
177.24068	166.2486
177.24712	166.2523
177.25142	166.2652
177.25429	166.2828
177.2562	166.3163
177.25746	166.3697
177.25832	166.4416
177.25888	166.5299
177.25926	166.6344
177.25951	166.7143
177.25967	166.7554
177.2598	166.7775
177.25992	166.7962
177.26003	166.8082
177.26019	166.8234
177.26044	166.8556
177.26076	166.9632
177.26097	167.0282
177.26111	167.0452
177.26115	167.0465
177.26122	167.0449
177.26135	167.0276
177.26157	166.9609
177.26187	166.8107
177.26201	166.749
177.26218	166.6963
177.26242	166.6377
177.26285	166.5896
177.26314	166.5847
177.26332	166.5744
177.26344	166.5642
177.26358	166.5488
177.26379	166.5167
177.26411	166.4536
177.26459	166.3939
177.2653	166.3459
177.26639	166.308
177.26801	166.282
177.27042	166.2627
177.27405	166.2559
177.27948	166.2489
177.28764	166.2451
177.2999	166.2456
177.31825	166.2428
177.34579	166.2426
177.38712	166.2419
177.4491	166.2397
177.54207	166.2374
177.68152	166.2338
177.8907	166.2303
178.20447	166.2235
178.67513	166.2115
179.38112	166.1943
180.44009	166.1703
182.02855	166.1328
182.45587	166.1213
182.74075	166.1145
182.93066	166.1113
183.05728	166.1089
183.14169	166.1071
183.19795	166.1055
183.23547	166.1046
183.26048	166.1036
183.27716	166.1033
183.28827	166.1036
183.29568	166.1022
183.30063	166.1037
183.30391	166.1058
183.30611	166.1089
183.30757	166.1119
183.30855	166.1188
183.3092	166.1394
183.30963	166.2915
183.30992	166.3988
183.31012	166.4201
183.31033	166.3975
183.31065	166.2638
183.31113	166.1319
183.31184	166.1175
183.31293	166.1105
183.31454	166.1073
183.31696	166.1052
183.3206	166.1026
183.32605	166.1008
183.33423	166.1021
183.3465	166.102
183.36491	166.1012
183.39252	166.1006
183.43393	166.0997
183.49605	166.0982
183.58922	166.0961
183.72899	166.0931
183.93863	166.0871
184.25311	166.0784
184.72482	166.068
185.43237	166.05
188.93976	165.9627
191.278	165.901
192.83684	165.8631
193.87605	165.8372
194.56888	165.8188
195.03075	165.8055
195.33867	165.7984
195.54395	165.7933
195.6808	165.7895
195.77203	165.7868
195.83286	165.784
195.87341	165.7835
195.90044	165.7834
195.91846	165.7838
195.93048	165.7845
195.93849	165.7854
195.94382	165.7855
195.94739	165.7892
195.94975	165.7998
195.95134	165.8203
195.95239	165.8542
195.95309	165.911
195.95357	166.0007
195.95387	166.1048
195.95409	166.1414
195.95422	166.148
195.95435	166.1429
195.95453	166.1166
195.95479	166.0305
195.9552	165.9331
195.95581	165.8713
195.95671	165.8289
195.95808	165.8028
195.96013	165.7921
195.9632	165.7885
195.9678	165.784
195.97472	165.7829
195.98508	165.7827
196.00061	165.7817
196.02393	165.7807
196.05891	165.78
196.11137	165.7789
196.19006	165.7768
196.30809	165.7733
196.48515	165.7693
196.75073	165.7625
197.14909	165.7491
197.74666	165.7365
198.64299	165.7111
199.98749	165.6766
202.00424	165.6221
205.02937	165.5373
209.12997	165.4219
213.31256	165.305
217.57881	165.1806
221.89867	165.0546
224.77855	164.967
226.69849	164.9078
227.97844	164.8689
228.83174	164.8416
229.4006	164.8205
229.77985	164.8118
230.03268	164.8035
230.20123	164.7969
230.3136	164.793
230.38852	164.7915
230.43846	164.7887
230.47176	164.7881
230.49394	164.7879
230.50874	164.7872
230.51862	164.7865
230.52519	164.7876
230.52957	164.7894
230.5325	164.7895
230.53444	164.7938
230.53574	164.8028
230.53661	164.8211
230.53719	164.8635
230.53757	164.9336
230.53783	164.9695
230.53799	164.9761
230.53821	164.966
230.53853	164.9135
230.539	164.8429
230.53972	164.8106
230.54079	164.7972
230.54237	164.7915
230.54478	164.7899
230.54839	164.7883
230.55379	164.7863
230.56189	164.7856
230.57405	164.7848
230.59229	164.7845
230.61964	164.7841
230.66068	164.783
230.72223	164.7814
230.81454	164.779
230.95303	164.776
231.16075	164.7678
231.47235	164.7565
231.93973	164.743
232.64081	164.7199
233.69241	164.6873
235.26984	164.6376
238.4919	164.5331
240.63994	164.464
242.07198	164.4147
243.02666	164.3843
243.66312	164.3609
244.08742	164.3448
244.37029	164.3379
244.55887	164.3294
244.68459	164.3264
244.7684	164.3228
244.82428	164.3198
244.86153	164.3195
244.88635	164.3195
244.90291	164.3194
244.91396	164.3172
244.92131	164.3199
244.92621	164.3241
244.92949	164.3351
244.93167	164.3544
244.93312	164.3994
244.93408	164.4742
244.93474	164.5889
244.93517	164.76
244.93546	164.8596
244.93564	164.8788
244.93585	164.8571
244.93616	164.7454
244.93661	164.5735
244.9373	164.4621
244.93832	164.39
244.93987	164.3501
244.94218	164.3307
244.94566	164.3223
244.95087	164.3192
244.95869	164.3146
244.97041	164.3162
244.98801	164.3158
245.01439	164.3148
245.05397	164.312
245.11333	164.3112
245.20238	164.3049
245.33594	164.3017
245.53629	164.2963
245.83682	164.2834
246.2876	164.27
246.96379	164.2456
247.97806	164.2074
249.49948	164.1449
251.7816	164.0553
256.48331	163.8355
259.6178	163.6036
261.70743	163.3174
263.10052	162.9387
264.02927	162.4591
264.64844	161.9272
265.06119	161.4027
265.33636	160.9436
265.51984	160.5769
265.64212	160.3004
265.72366	160.1004
265.77802	159.961
265.81427	159.8654
265.83841	159.7995
265.85452	159.7605
265.86526	159.7376
265.87244	159.7391
265.8772	159.7684
265.88037	159.858
265.88251	160.0407
265.88391	160.3389
265.88486	160.717
265.88547	161.1593
265.88589	161.5025
265.88617	161.589
265.88638	161.5387
265.88669	161.3234
265.88715	160.9285
265.88785	160.5496
265.88885	160.2102
265.89041	159.9477
265.89273	159.7881
265.89621	159.7002
265.90143	159.6496
265.90927	159.6111
265.92099	159.5699
265.93863	159.5154
265.96503	159.4377
266.00467	159.315
266.06412	159.1264
266.15332	158.8358
266.28708	158.3752
266.48773	157.6611
266.6402	157.1487
266.74185	156.8656
266.8096	156.7212
266.85477	156.6527
266.88489	156.6192
266.90497	156.6061
266.91837	156.5979
266.92728	156.5954
266.93323	156.5951
266.93719	156.5947
266.93985	156.5934
266.94159	156.5925
266.94278	156.592
266.94357	156.5918
266.94409	156.5918
266.94443	156.5918
266.94467	156.5918
266.94485	156.5918
266.94516	156.5918
266.94562	156.5918
266.94632	156.5918
266.94736	156.5919
266.94888	156.5922
266.9512	156.5934
266.95468	156.5946
266.95993	156.5938
266.96774	156.5979
266.97949	156.602
266.99713	156.6113
267.02356	156.6344
267.0632	156.6856
267.12268	156.7953
267.21188	157.0209
267.34567	157.4407
267.54642	158.1382
267.84747	159.1383
268.29907	160.3303
268.9765	161.4712
269.99261	162.3367
271.51682	162.8507
273.8031	163.0765
277.23251	163.1043
282.37665	162.9862
286.22198	162.8642
288.78555	162.7779
290.4946	162.7173
291.63397	162.6749
292.39355	162.6462
292.89993	162.6279
293.23752	162.6153
293.46259	162.6054
293.61261	162.6015
293.71265	162.5963
293.77933	162.5937
293.82379	162.5935
293.85342	162.5924
293.87317	162.5928
293.88635	162.5922
293.89514	162.5945
293.901	162.5974
293.90491	162.6094
293.9075	162.6321
293.90924	162.6848
293.9104	162.783
293.91116	162.9331
293.91168	163.1511
293.91202	163.3083
293.91223	163.3433
293.91245	163.3147
293.91275	163.1838
293.91321	162.969
293.91391	162.8109
293.91492	162.7054
293.91647	162.6433
293.91879	162.6135
293.92227	162.6002
293.92749	162.594
293.9353	162.5906
293.94705	162.5888
293.96466	162.5884
293.99109	162.5875
294.0307	162.5858
294.09012	162.5826
294.17926	162.5796
294.31299	162.5742
294.51355	162.5663
294.81439	162.556
295.26569	162.5381
295.94263	162.5158
296.95801	162.4725
298.48108	162.4129
300.76572	162.3248
304.19266	162.1913
309.33307	161.9845
315.51974	161.7313
321.83014	161.4663
322.93796	161.42
323.67648	161.3875
324.16885	161.3664
324.4971	161.3506
324.71594	161.342
324.86182	161.3348
324.95908	161.3304
325.0239	161.3283
325.06714	161.3266
325.09595	161.3251
325.11517	161.3236
325.12796	161.3234
325.13651	161.3243
325.14221	161.323
325.146	161.324
325.14853	161.3245
325.15021	161.3283
325.15134	161.3346
325.1521	161.3739
325.15259	161.46
325.15292	161.4846
325.15329	161.4532
325.15387	161.362
325.15472	161.331
325.15601	161.3255
325.15793	161.3249
325.16083	161.3222
325.16516	161.3219
325.17166	161.3224
325.18143	161.322
325.19604	161.3205
325.21799	161.3197
325.25092	161.3186
325.30029	161.3159
325.37439	161.3127
325.4855	161.3078
325.65216	161.3009
325.90216	161.2883
326.27719	161.2728
326.83969	161.2465
332.18759	161.0027
335.75287	160.8406
338.12973	160.7304
339.71429	160.657
340.77066	160.6072
341.47491	160.575
341.94443	160.5536
342.25742	160.5379
342.46609	160.528
342.60519	160.5214
342.69794	160.5175
342.75977	160.5153
342.80099	160.5125
342.82846	160.5115
342.84677	160.5113
342.85901	160.5115
342.86713	160.5152
342.87256	160.5239
342.87619	160.5412
342.8786	160.5825
342.88022	160.6649
342.88129	160.8056
342.88199	161.0084
342.88248	161.2635
342.88278	161.4156
342.883	161.4515
342.88327	161.3905
342.8837	161.1578
342.88434	160.8938
342.88531	160.714
342.88675	160.6064
342.88892	160.5508
342.89215	160.5264
342.897	160.5154
342.90433	160.5106
342.91525	160.5086
342.93167	160.5067
342.95627	160.5044
342.99319	160.5023
343.04858	160.5003
343.13168	160.4975
343.25632	160.4912
343.44324	160.4808
343.72366	160.4697
344.14426	160.4494
344.77518	160.4178
345.11569	160.4035
345.34268	160.3916
345.49402	160.3855
345.59491	160.379
345.66217	160.3758
345.707	160.3737
345.73691	160.3727
345.75684	160.3724
345.77011	160.3725
345.77896	160.3713
345.78488	160.3733
345.78882	160.375
345.79144	160.383
345.79318	160.4018
345.79434	160.4544
345.79514	160.5967
345.79565	160.7902
345.79599	160.8497
345.79626	160.8074
345.79669	160.6551
345.7973	160.4912
345.79825	160.4181
345.79965	160.3877
345.80173	160.3761
345.8049	160.3737
345.80963	160.3703
345.81671	160.369
345.82736	160.3686
345.84332	160.3682
345.86725	160.3663
345.90317	160.3634
345.957	160.362
346.03781	160.3582
346.159	160.3528
346.34076	160.3437
346.6134	160.3317
347.0224	160.3119
347.63589	160.2816
349.92596	160.1698
351.45267	160.0952
352.47046	160.0458
353.14902	160.0115
353.60138	159.9883
353.90295	159.9751
354.104	159.9637
354.23804	159.9587
354.32739	159.952
354.38696	159.9492
354.42667	159.9508
354.45312	159.9514
354.47079	159.954
354.48254	159.9688
354.49039	159.9975
354.49564	160.0647
354.49911	160.2017
354.50143	160.4357
354.50299	160.727
354.50403	160.9803
354.5047	161.1385
354.50516	161.1767
354.50546	161.1857
354.50577	161.1762
354.50626	161.1378
354.50693	160.9803
354.50797	160.7277
354.50952	160.4346
354.51184	160.2022
354.51532	160.064
354.52057	159.9957
354.52841	159.9672
354.54019	159.9513
354.55786	159.9452
354.58435	159.9398
354.62408	159.9365
354.68369	159.9326
354.7731	159.9279
354.90723	159.9224
355.1084	159.9111
355.41019	159.8958
355.86285	159.8726
356.54184	159.8399
357.56033	159.7868
359.08807	159.707
361.37967	159.5888
364.81708	159.4062
369.97318	159.1198
377.37262	158.7018
378.31448	158.6479
378.94241	158.6105
379.36102	158.5854
379.64008	158.5692
379.82614	158.558
379.95016	158.5501
380.03284	158.5455
380.08798	158.5434
380.12473	158.5406
380.14923	158.5396
380.16556	158.5394
380.17645	158.5406
380.18372	158.545
380.18854	158.5518
380.19177	158.5654
380.19391	158.5918
380.19534	158.6463
380.19632	158.9648
380.19696	159.9327
380.19736	160.2651
380.19785	159.8196
380.19858	158.8721
380.19968	158.6278
380.20129	158.5817
380.20374	158.5598
380.20743	158.549
380.21292	158.5417
380.22119	158.538
380.23358	158.5356
380.25217	158.5336
380.28006	158.532
380.3219	158.5279
380.38461	158.5248
380.47873	158.5189
380.6199	158.5106
380.83167	158.4977
381.14929	158.4782
381.62573	158.4517
382.34036	158.4088
385.50946	158.2171
387.62216	158.0869
389.03064	157.9997
389.96964	157.94
390.59561	157.9005
391.01294	157.8737
391.29117	157.8566
391.47662	157.8454
391.60028	157.8372
391.68274	157.8306
391.73767	157.8277
391.77432	157.826
391.79874	157.8259
391.81503	157.8243
391.8259	157.8257
391.83313	157.8335
391.83795	157.8476
391.84116	157.8817
391.84329	157.9576
391.84473	158.1027
391.8457	158.3369
391.84631	158.6665
391.84674	158.9301
391.84702	159.001
391.84729	158.9413
391.84766	158.7125
391.84824	158.3872
391.84909	158.1434
391.85037	157.9835
391.85233	157.8941
391.85522	157.8512
391.85956	157.8341
391.86609	157.827
391.87585	157.8222
391.8905	157.8189
391.91251	157.818
391.94553	157.8151
391.995	157.8114
392.06924	157.8062
392.18063	157.8
392.34769	157.7882
392.59824	157.7727
392.97412	157.7485
393.5379	157.7126
394.38361	157.6553
395.65216	157.5726
397.55496	157.4454
400.40918	157.2522
404.69052	156.9473
411.11249	156.4768
419.33475	155.8363
427.72144	155.1302
436.27588	154.3439
437.52234	154.2221
438.35333	154.1397
438.90732	154.0859
439.27664	154.0501
439.52286	154.0248
439.68698	154.009
439.79642	153.9969
439.86938	153.9897
439.918	153.9854
439.95044	153.9814
439.97205	153.98
439.98645	153.9779
439.99606	153.9764
440.00247	153.9771
440.00674	153.9777
