# Data was provided from Jon Gudmundsson
# freq[GHz]	T_rj[K_rj]
798.12921	119.9305
798.47778	117.6571
799.00061	113.7872
799.48627	109.647
799.81006	106.5712
800.02594	104.4569
800.16986	103.1471
800.26581	102.4087
800.32977	102.0189
800.37238	101.8185
800.40082	101.715
800.4198	101.6601
800.43243	101.6306
800.44086	101.6136
800.44647	101.6036
800.4502	101.5976
800.4527	101.5938
800.45435	101.5915
800.45544	101.5899
800.45618	101.5885
800.45697	101.5874
800.45807	101.5861
800.45978	101.5842
800.46234	101.581
800.46619	101.5768
800.47192	101.572
800.47748	101.5674
800.48114	101.5652
800.48364	101.5642
800.48529	101.5639
800.48639	101.5638
800.48706	101.5635
800.48773	101.5633
800.48877	101.563
800.49023	101.5627
800.49249	101.5624
800.49591	101.5621
800.50092	101.5621
800.50854	101.5639
800.5199	101.5716
800.53699	101.5903
800.5517	101.6141
800.56146	101.6344
800.56799	101.6501
800.57233	101.6607
800.57526	101.668
800.57715	101.6732
800.57849	101.6768
800.57935	101.6796
800.5799	101.681
800.58057	101.6826
800.58154	101.6854
800.58301	101.6899
800.58527	101.6964
800.58862	101.7068
800.59363	101.7229
800.6012	101.748
800.61249	101.7901
800.62939	101.8594
800.65485	101.9786
800.69299	102.1908
800.75018	102.5721
800.836	103.2526
800.96472	104.4248
801.15778	106.3043
801.44739	109.0668
801.88177	112.8373
802.53339	117.689
803.5108	123.4027
804.97687	129.0754
805.53577	130.5524
805.90833	131.3819
806.15674	131.8769
806.32233	132.1839
806.43274	132.3776
806.50629	132.5035
806.55536	132.5865
806.58807	132.6397
806.60986	132.678
806.62445	132.7027
806.63409	132.7239
806.64056	132.7463
806.6449	132.7867
806.64777	132.9063
806.64966	133.3953
806.65094	134.7791
806.65179	135.5071
806.65259	134.9139
806.65369	133.5382
806.6554	132.9585
806.65802	132.8224
806.66187	132.7847
806.66766	132.7783
806.67633	132.7871
806.68933	132.8058
806.70886	132.8352
806.73822	132.8801
806.78217	132.9487
806.84808	133.0477
806.94702	133.1925
807.09534	133.4021
807.31787	133.696
807.65167	134.0983
808.1524	134.6255
808.90344	135.2789
810.03003	136.0151
811.71991	136.7724
811.84344	136.8165
811.92584	136.8447
811.98077	136.8615
812.0174	136.8737
812.04175	136.8808
812.05804	136.8879
812.06891	136.8903
812.07611	136.8927
812.08093	136.8947
812.08417	136.8974
812.0863	136.8991
812.08771	136.9003
812.08868	136.9015
812.08966	136.9007
812.09106	136.8995
812.0932	136.8994
812.09637	136.9008
812.10114	136.9002
812.10834	136.9045
812.11908	136.9055
812.13525	136.9108
812.15942	136.9189
812.1958	136.9305
812.25024	136.9454
812.33197	136.9701
812.45459	137.0064
812.63849	137.0594
812.91437	137.1305
813.32812	137.2316
813.94879	137.3549
814.87976	137.5202
816.27625	137.7077
817.69647	137.8419
818.64325	137.9083
819.27448	137.9448
819.69525	137.9664
819.97577	137.9792
820.16284	137.987
820.28748	137.9918
820.37061	137.9945
820.42603	137.9969
820.46295	137.9987
820.48761	137.9987
820.50403	137.9993
820.51495	137.9997
820.52228	138.0002
820.5271	138.0012
820.5304	138.0015
820.53253	138.0037
820.534	138.0049
820.53491	138.0063
820.53595	138.0053
820.53748	138.0028
820.53973	138.0021
820.54315	138.0029
820.54822	138.0025
820.55591	138.0015
820.56738	138.0021
820.58459	138.0037
820.61047	138.0027
820.64923	138.0053
820.7074	138.0062
820.79462	138.0095
820.92548	138.0139
821.12177	138.0164
824.76727	138.0735
827.19757	138.067
828.81781	138.049
829.89795	138.0316
830.6181	138.0195
831.09814	138.0093
831.41821	138.005
831.63153	137.9993
831.7738	137.9955
831.86859	137.9943
831.93182	137.9939
831.974	137.9921
832.00208	137.993
832.02081	137.997
832.03333	138.0004
832.04163	138.013
832.04718	138.0446
832.05084	138.1189
832.05334	138.2965
832.05499	138.7032
832.05609	139.5251
832.05682	140.4098
832.05731	140.6548
832.05792	140.2218
832.0589	139.1451
832.06036	138.4599
832.06256	138.1769
832.06586	138.0644
832.07074	138.0202
832.07812	138.003
832.08917	137.9952
832.10571	137.9915
832.13062	137.9901
832.16791	137.9895
832.22382	137.9879
832.30774	137.989
832.43359	137.9859
832.62244	137.9819
832.90564	137.9759
833.33044	137.9658
833.96765	137.9532
834.92346	137.9372
836.35718	137.8999
838.50775	137.8331
841.73364	137.7165
846.57245	137.5368
846.97552	137.5213
847.2442	137.5103
847.42334	137.5031
847.54272	137.4978
847.62238	137.4946
847.67542	137.492
847.71082	137.4928
847.73444	137.4931
847.75012	137.4897
847.76062	137.4905
847.76764	137.4905
847.77228	137.4914
847.77539	137.493
847.77747	137.4979
847.77881	137.5038
847.77972	137.5077
847.7807	137.5036
847.7821	137.4981
847.78424	137.4928
847.78741	137.4908
847.79218	137.4893
847.79932	137.4891
847.81006	137.4881
847.82611	137.4865
847.85022	137.4857
847.88641	137.4844
847.94067	137.482
848.02209	137.4788
848.14423	137.4745
848.32739	137.4656
848.60217	137.4557
848.79596	137.4416
848.92517	137.4357
849.01129	137.4317
849.06873	137.4302
849.10699	137.4281
849.13251	137.4253
849.14954	137.4252
849.16089	137.4255
849.16846	137.4259
849.17346	137.4246
849.17682	137.4254
849.17908	137.4256
849.18054	137.4287
849.18158	137.4301
849.18243	137.4281
849.18384	137.4258
849.18585	137.4256
849.18884	137.4245
849.19342	137.424
849.20026	137.4238
849.21051	137.4238
849.22589	137.4226
849.24896	137.422
849.28351	137.4205
849.33545	137.4176
849.41327	137.4147
849.53003	137.4099
849.70514	137.4017
849.96783	137.3926
850.36182	137.3755
850.95288	137.3514
851.83942	137.3138
853.16925	137.2588
855.164	137.1719
857.86353	137.0503
859.66321	136.9776
860.86298	136.9413
861.66284	136.9047
862.19611	136.8812
862.55157	136.8644
862.78857	136.8523
862.94659	136.8449
863.05188	136.8403
863.12213	136.838
863.16895	136.8363
863.20013	136.8339
863.22095	136.8316
863.2348	136.8307
863.24408	136.8317
863.25024	136.8336
863.25433	136.8338
863.25708	136.8349
863.25891	136.8402
863.26013	136.8455
863.26093	136.8465
863.26202	136.8441
863.26361	136.8381
863.26599	136.8332
863.26959	136.8334
863.27502	136.8323
863.28308	136.8293
863.29523	136.8288
863.31348	136.8268
863.34082	136.8256
863.38184	136.8238
863.44336	136.8219
863.53558	136.8194
863.67401	136.8112
863.88159	136.8015
864.19299	136.7868
864.6601	136.7657
865.36072	136.733
866.41168	136.6827
867.98816	136.6068
869.16681	136.5508
869.95258	136.5117
870.47644	136.4853
870.82568	136.4691
871.05847	136.4564
871.21368	136.45
871.3172	136.4445
871.38617	136.4413
871.43219	136.4389
871.46283	136.4384
871.48328	136.4368
871.49689	136.4369
871.50598	136.4365
871.51202	136.4351
871.51605	136.4361
871.51874	136.438
871.52057	136.4404
871.52173	136.4409
871.52264	136.4405
871.52405	136.4379
871.52612	136.4359
871.52924	136.4347
871.53394	136.4337
871.54089	136.4335
871.55145	136.434
871.5672	136.4332
871.59082	136.4308
871.62628	136.4288
871.6795	136.4264
871.75928	136.4237
871.87897	136.4159
872.05847	136.4081
875.0058	136.2561
876.9707	136.1562
878.28064	136.0901
879.15393	136.0452
879.73608	136.015
880.12421	135.9951
880.383	135.9804
880.55548	135.9722
880.67047	135.9661
880.74713	135.9626
880.79828	135.9603
880.83234	135.9598
880.85504	135.9597
880.87018	135.9621
880.88031	135.9692
880.88702	135.9904
880.89148	136.0388
880.89447	136.1645
880.89648	136.4768
880.89783	137.2178
880.89868	138.2245
880.89929	138.5524
880.90002	138.077
880.90106	136.9688
880.90271	136.3407
880.90509	136.1017
880.90875	136.0123
880.91418	135.9773
880.9223	135.9637
880.93451	135.9574
880.95282	135.9538
880.98035	135.9505
881.02155	135.9488
881.08344	135.9461
881.17621	135.9401
881.31537	135.933
881.52405	135.9243
881.83716	135.9063
882.30682	135.8822
883.52893	135.819
884.34363	135.7847
884.88678	135.7727
885.24884	135.756
885.4903	135.7466
885.65118	135.7406
885.75848	135.737
885.83002	135.7351
885.87769	135.7385
885.90948	135.7499
885.93066	135.78
885.94482	135.8499
885.95422	136.015
885.96051	136.3691
885.96466	137.0853
885.96747	138.5193
885.96936	141.4741
885.97058	144.7435
885.97144	145.6064
885.97217	144.9045
885.97327	142.0047
885.97491	138.8956
885.97748	137.2996
885.9812	136.489
885.98688	136.074
885.99536	135.877
886.00806	135.7894
886.02716	135.7499
886.05579	135.7303
886.09869	135.7209
886.16315	135.715
886.2597	135.7082
886.4046	135.6996
886.62195	135.6849
886.948	135.6647
887.43701	135.6387
888.17059	135.599
889.27094	135.5398
890.92145	135.4499
893.39722	135.3143
893.45233	135.3117
893.48907	135.3105
893.51361	135.308
893.52991	135.3075
893.54083	135.3075
893.5481	135.3067
893.55292	135.3075
893.55615	135.3074
893.55829	135.308
893.55975	135.3116
893.56067	135.3128
893.56158	135.3115
893.56293	135.3084
893.565	135.3074
893.56805	135.3064
893.57263	135.306
893.57953	135.3053
893.58978	135.3045
893.60529	135.304
893.62848	135.3025
893.66327	135.3005
893.71545	135.2964
893.79376	135.2933
893.91125	135.2863
894.0874	135.2748
894.35168	135.2595
894.74811	135.2382
895.34271	135.2038
896.23462	135.1533
897.57245	135.0798
899.57928	134.9674
901.34808	134.8663
902.52734	134.7953
903.31348	134.7488
903.83759	134.7202
904.18695	134.6984
904.41992	134.6858
904.5752	134.677
904.67871	134.6717
904.74774	134.667
904.79376	134.6644
904.8244	134.661
904.84485	134.6607
904.85852	134.6609
904.86761	134.661
904.87366	134.6605
904.87769	134.6603
904.88037	134.6605
904.8822	134.6616
904.88336	134.6624
904.88434	134.6617
904.88574	134.6601
904.88782	134.6606
904.89099	134.6597
904.89581	134.6596
904.90295	134.6587
904.91364	134.6577
904.92975	134.657
904.95386	134.656
904.99005	134.653
905.04431	134.6503
905.12573	134.6449
905.2478	134.6378
905.43097	134.6266
905.70575	134.6121
906.2652	134.5786
906.63818	134.5583
906.88684	134.5429
907.05261	134.5322
907.16309	134.5277
907.23682	134.5227
907.28589	134.52
907.31866	134.5181
907.34045	134.5168
907.35504	134.5164
907.36475	134.5173
907.37122	134.5172
907.37549	134.5195
907.37842	134.5232
907.38031	134.5322
907.38159	134.5453
907.38245	134.5504
907.38342	134.5443
907.38495	134.5306
907.38727	134.5222
907.39069	134.5182
907.39581	134.5163
907.4035	134.5145
907.41504	134.5132
907.43237	134.5121
907.45837	134.5107
907.49738	134.5075
907.55585	134.5045
907.64362	134.4999
907.77521	134.492
907.9726	134.4809
908.26868	134.4635
908.71283	134.4374
909.37903	134.3998
910.37836	134.3417
912.31	134.2374
913.59778	134.1882
914.4563	134.138
915.02863	134.1016
915.41022	134.0797
915.66455	134.0643
915.83417	134.0536
915.9472	134.0481
916.02258	134.0434
916.07281	134.0403
916.10632	134.0394
916.12866	134.0397
916.14355	134.0419
916.15344	134.045
916.1601	134.0558
916.16449	134.0755
916.16742	134.1263
916.16937	134.3658
916.17072	135.2303
916.17157	135.6571
916.17242	135.2452
916.17371	134.3802
916.17566	134.1281
916.17853	134.0774
916.18286	134.0545
916.18933	134.0432
916.19904	134.0383
916.21362	134.0323
916.23553	134.0313
916.26831	134.0284
916.31757	134.0259
916.39142	134.0193
916.50214	134.0126
916.66827	134.003
916.74396	133.998
916.79437	133.9955
916.82794	133.9937
916.85034	133.9929
916.8653	133.9915
916.87524	133.9933
916.8819	133.9917
916.88635	133.9939
916.88928	133.9955
916.89124	134.0002
916.89258	134.0079
916.89343	134.0092
916.89429	134.0074
916.89563	133.9999
916.89758	133.9952
916.90051	133.9932
916.90497	133.9905
916.91156	133.989
916.92151	133.989
916.93646	133.9873
916.9588	133.986
916.99237	133.9842
917.04272	133.9807
917.11823	133.9762
917.23151	133.9687
917.40143	133.9593
918.86798	133.8687
919.84564	133.8088
920.49744	133.7684
920.93195	133.7422
921.22168	133.7241
921.41479	133.7132
921.54352	133.7042
921.62933	133.6995
921.68658	133.6958
921.72473	133.6929
921.75018	133.6928
921.76709	133.6928
921.77844	133.6954
921.78595	133.7042
921.79095	133.7244
921.79431	133.7838
921.79657	133.9947
921.79803	134.7343
921.79901	135.8601
921.79968	136.2119
921.8006	135.6057
921.80194	134.3343
921.80389	133.852
921.80688	133.7401
921.81134	133.7084
921.81805	133.6956
921.82819	133.6885
921.84326	133.6858
921.86597	133.6841
921.89996	133.6819
921.95099	133.6774
922.02753	133.6726
922.14233	133.6653
922.31451	133.6552
922.57275	133.6385
922.96021	133.6138
923.54132	133.5765
924.41302	133.5222
924.4696	133.5191
924.50732	133.5159
924.53247	133.5139
924.54926	133.5131
924.56042	133.5118
924.56787	133.512
924.57281	133.5128
924.57617	133.5132
924.57837	133.5139
924.57983	133.5157
924.58081	133.5154
924.58173	133.5157
924.58313	133.5135
924.58521	133.5121
924.58832	133.5121
924.59296	133.5113
924.59998	133.5102
924.61053	133.5091
924.62628	133.5085
924.64996	133.5079
924.68542	133.5045
924.73865	133.5018
924.81854	133.4954
924.90411	133.4902
924.96112	133.4874
924.99915	133.4858
925.02454	133.4838
925.04144	133.4828
925.05267	133.4822
925.06018	133.4815
925.06519	133.4816
925.06854	133.4825
925.0708	133.484
925.07227	133.4858
925.07324	133.486
925.07422	133.4859
925.07562	133.4834
925.07776	133.4815
925.08093	133.4802
925.08575	133.4791
925.09296	133.4788
925.10376	133.4779
925.12	133.4767
925.14435	133.4757
925.18085	133.4733
925.2356	133.4703
925.31769	133.4643
926.78674	133.3691
927.76605	133.3074
928.41901	133.2653
928.85425	133.232
929.14441	133.2129
929.33789	133.1991
929.46686	133.1919
929.55286	133.1854
929.61017	133.182
929.64838	133.1808
929.67383	133.1806
929.69086	133.1806
929.70215	133.1878
929.70972	133.2017
929.71472	133.2387
929.71808	133.3362
929.72034	133.597
929.7218	134.2811
929.72278	135.3562
929.72345	135.7507
929.72418	135.3154
929.72522	134.2101
929.72675	133.5622
929.72913	133.3216
929.73267	133.2322
929.73792	133.1971
929.74585	133.1845
929.75775	133.1774
929.77557	133.173
929.80231	133.1704
929.84241	133.1669
929.90259	133.163
929.99286	133.1581
930.1283	133.1485
930.33136	133.1363
930.63599	133.1152
931.09296	133.0874
931.77844	133.0412
932.80658	132.9738
934.34888	132.873
936.66223	132.7193
940.13232	132.4652
940.87225	132.4409
941.36554	132.373
941.6944	132.3091
941.91357	132.2556
942.05975	132.2082
942.15717	132.1706
942.22217	132.1449
942.26544	132.1294
942.29431	132.1233
942.3136	132.1237
942.32642	132.1312
942.33496	132.1473
942.34064	132.1677
942.34448	132.2005
942.34698	132.2511
942.34869	132.3363
942.34979	132.3784
942.35071	132.3505
942.35205	132.2725
942.35406	132.2161
942.35706	132.1807
942.36157	132.1555
942.36835	132.1354
942.37848	132.1233
942.39374	132.1167
942.41663	132.1146
942.45093	132.1216
942.50232	132.1354
942.57947	132.1546
942.69525	132.1805
942.86884	132.208
943.12921	132.2324
943.51984	132.2453
944.10571	132.2372
944.98456	132.2008
946.30286	132.1239
948.28027	131.993
948.76709	131.9613
949.09167	131.9392
949.30804	131.9245
949.45227	131.9155
949.54846	131.9073
949.61255	131.9032
949.65533	131.9006
949.68378	131.8986
949.70282	131.8976
949.71545	131.8964
949.72388	131.8963
949.72955	131.8959
949.73328	131.8963
949.73578	131.8976
949.73743	131.8989
949.73859	131.8992
949.73956	131.8987
949.74109	131.8975
949.74335	131.8953
949.74677	131.8946
949.75183	131.8943
949.75946	131.8936
949.77094	131.8928
949.78815	131.892
949.8139	131.8904
949.8526	131.8884
949.91058	131.8808
949.99762	131.8784
950.12817	131.8673
950.32391	131.8534
950.61761	131.8334
951.05817	131.8041
951.71899	131.759
952.71021	131.6875
954.19708	131.5809
959.57043	131.2029
963.15265	130.9445
965.54083	130.7679
967.13293	130.6502
968.19434	130.5698
968.90198	130.517
969.37372	130.4808
969.68817	130.4592
969.89783	130.4431
970.0376	130.4328
970.1308	130.425
970.19293	130.4208
970.23438	130.4184
970.26196	130.4172
970.28033	130.418
970.29266	130.4194
970.30084	130.4272
970.30627	130.4389
970.30988	130.4678
970.31232	130.5996
970.31396	131.2463
970.315	131.6834
970.3161	131.2565
970.31769	130.6045
970.32007	130.4687
970.32361	130.4379
970.32898	130.4255
970.33704	130.4177
970.34912	130.4138
970.36725	130.4087
970.39441	130.4058
970.43512	130.4024
970.49628	130.3994
970.58795	130.3919
971.88867	130.2952
972.75586	130.232
973.33392	130.2043
973.71936	130.1888
973.97626	130.1935
974.14758	130.181
974.26178	130.1777
974.33789	130.1747
974.38867	130.1767
974.42249	130.1857
974.44507	130.2153
974.46008	130.2848
974.47009	130.4481
974.47681	130.8108
974.48126	131.5836
974.48419	133.255
974.48621	137.0779
974.48755	141.6332
974.4884	142.8139
974.48938	141.268
974.49091	136.156
974.49316	132.7289
974.49658	131.3127
974.50171	130.671
974.5094	130.3783
974.52087	130.2511
974.53809	130.1958
974.56396	130.1731
974.60278	130.1589
974.66095	130.1524
974.74829	130.1434
974.87921	130.1309
975.07562	130.1165
975.37024	130.0933
975.81213	130.0609
976.47504	130.0078
977.46936	129.9326
977.82306	129.9063
978.05884	129.8879
978.216	129.8728
978.3208	129.8644
978.39062	129.8594
978.43719	129.8556
978.46826	129.8546
978.48895	129.8542
978.50275	129.8576
978.51196	129.8655
978.51813	129.8892
978.52222	129.953
978.5249	130.1335
978.52673	130.6842
978.52795	131.8366
978.52875	132.3717
978.52948	131.8964
978.53064	130.7649
978.53235	130.1675
978.53491	129.9646
978.53876	129.8925
978.54449	129.8655
978.55316	129.854
978.5661	129.8472
978.58551	129.8445
978.61469	129.8418
978.65839	129.8377
978.724	129.833
978.82239	129.8249
978.96991	129.8129
979.19128	129.7963
979.52332	129.7696
980.02136	129.7326
980.76837	129.6731
981.88898	129.5854
983.56982	129.452
986.09113	129.2519
986.29846	129.2349
986.43665	129.2241
986.52881	129.2162
986.59021	129.2124
986.63116	129.2083
986.65845	129.2062
986.67664	129.2053
986.68878	129.2041
986.6969	129.2038
986.70227	129.2046
986.70587	129.2055
986.70825	129.2088
986.7099	129.2142
986.71094	129.216
986.71198	129.2141
986.71356	129.2089
986.71594	129.2048
986.71954	129.2032
986.72491	129.2025
986.73291	129.2005
986.745	129.2001
986.76306	129.1985
986.79016	129.1957
986.83087	129.1911
987.19696	129.1636
987.4411	129.1448
987.60382	129.1326
987.71228	129.1287
987.78461	129.1301
987.83282	129.1457
987.86499	129.1807
987.88641	129.2573
987.9007	129.4005
987.91022	129.6573
987.91656	130.1008
987.92078	130.8958
987.92365	133.6018
987.92554	150.1495
987.92676	164.2931
987.92792	152.3426
987.92957	134.46
987.93213	131.1093
987.93597	130.2225
987.94165	129.7338
987.95026	129.4433
987.96313	129.278
987.98248	129.186
988.01147	129.1376
988.05493	129.1128
988.12018	129.0965
988.21802	129.0829
988.36481	129.0695
988.5849	129.0518
988.91516	129.0242
989.41046	128.9833
990.15344	128.9234
991.26788	128.8327
992.93958	128.6954
995.44708	128.4867
999.20837	128.1715
